id,title,magnitude,date-time,date-label,latitude,longitude,depth,region,url-usgs
us7000lvj9,"M 4.6 - 97 km S of La Libertad, El Salvador",4.6,2024-01-31 23:43:17.478,31-01-2024 23:43,12.6093,-89.2963,45.259,El Salvador,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lvj9
us7000lviq,"M 4.2 - 18 km NNW of Anamizu, Japan",4.2,2024-01-31 23:07:12.081,31-01-2024 23:07,37.3723,136.7898,8.748,Japan,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lviq
us7000lx42,M 4.4 - northern Mid-Atlantic Ridge,4.4,2024-01-31 22:51:52.816,31-01-2024 22:51,33.1068,-39.3618,10.0,northern Mid-Atlantic Ridge,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx42
us7000lx41,"M 4.5 - 51 km SSE of Finschhafen, Papua New Guinea",4.5,2024-01-31 22:28:56.022,31-01-2024 22:28,-6.9643,148.0811,28.439,Papua New Guinea,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx41
us7000lx43,M 4.3 - southeast of the Loyalty Islands,4.3,2024-01-31 22:04:24.814,31-01-2024 22:04,-23.1189,172.3308,10.0,southeast of the Loyalty Islands,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx43
us7000lvhs,"M 4.5 - 78 km WNW of El Aguilar, Argentina",4.5,2024-01-31 21:38:28.230,31-01-2024 21:38,-23.0039,-66.4105,228.041,Argentina,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lvhs
us7000lx45,"M 4.4 - 265 km NE of Fais, Micronesia",4.4,2024-01-31 21:14:42.224,31-01-2024 21:14,11.5127,142.188,10.0,Micronesia,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx45
us7000lvgg,"M 4.8 - 18 km WNW of Abra de Ilog, Philippines",4.8,2024-01-31 20:46:48.797,31-01-2024 20:46,13.5357,120.586,77.66,Philippines,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lvgg
us7000lvfw,M 4.4 - south of the Fiji Islands,4.4,2024-01-31 20:17:20.246,31-01-2024 20:17,-24.4551,179.9603,511.635,south of the Fiji Islands,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lvfw
us7000lvfc,"M 4.2 - 189 km NNE of Tual, Indonesia",4.2,2024-01-31 19:59:50.929,31-01-2024 19:59,-4.1206,133.5695,8.195,Indonesia,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lvfc
us7000lvfa,M 4.7 - Kermadec Islands region,4.7,2024-01-31 19:25:25.839,31-01-2024 19:25,-31.756,-178.3652,38.418,Kermadec Islands region,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lvfa
us7000lven,"M 4.1 - 124 km WNW of Aykol, China",4.1,2024-01-31 19:21:27.249,31-01-2024 19:21,41.3442,78.7416,10.0,China,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lven
us7000lx3y,"M 4.4 - 231 km SE of Sarangani, Philippines",4.4,2024-01-31 18:31:25.823,31-01-2024 18:31,3.685,126.6546,52.416,Philippines,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx3y
us7000lx3x,"M 4.2 - 97 km S of San Jose Village, Northern Mariana Islands",4.2,2024-01-31 17:05:58.022,31-01-2024 17:05,14.0989,145.7377,95.793,Northern Mariana Islands,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx3x
us7000lx3w,"M 4.4 - 153 km SSE of Pondaguitan, Philippines",4.4,2024-01-31 16:13:58.346,31-01-2024 16:13,5.1901,126.9205,97.033,Philippines,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx3w
us7000lx3t,M 4.4 - south of the Fiji Islands,4.4,2024-01-31 16:04:28.334,31-01-2024 16:04,-23.6474,-179.8215,510.172,south of the Fiji Islands,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx3t
us7000lv9v,M 4.4 - south of the Fiji Islands,4.4,2024-01-31 14:54:19.769,31-01-2024 14:54,-23.7512,-179.8928,507.548,south of the Fiji Islands,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lv9v
us7000lv82,"M 4.7 - 252 km ESE of Tadine, New Caledonia",4.7,2024-01-31 11:12:23.561,31-01-2024 11:12,-22.0496,170.2664,25.8,New Caledonia,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lv82
us7000lv7d,"M 5.8 - 264 km SW of Houma, Tonga",5.8,2024-01-31 10:49:35.461,31-01-2024 10:49,-22.8357,-177.1449,176.0,Tonga,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lv7d
us7000lv78,"M 4.8 - 163 km SW of Merizo Village, Guam",4.8,2024-01-31 10:05:04.404,31-01-2024 10:05,12.2378,143.5884,34.731,Guam,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lv78
us7000lvhx,"M 4.0 - 288 km W of Adak, Alaska",4.0,2024-01-31 09:25:28.213,31-01-2024 09:25,51.4472,179.2575,31.5,Alaska,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lvhx
us7000lx3k,"M 4.2 - 227 km ENE of Levuka, Fiji",4.2,2024-01-31 07:29:08.346,31-01-2024 07:29,-17.6267,-178.5873,547.824,Fiji,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx3k
us7000lx3l,"M 4.4 - 86 km ESE of Hasaki, Japan",4.4,2024-01-31 07:24:33.905,31-01-2024 07:24,35.4007,141.6921,24.501,Japan,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx3l
us7000lv6l,"M 4.4 - 91 km S of Amahai, Indonesia",4.4,2024-01-31 06:35:30.542,31-01-2024 06:35,-4.15,129.0769,143.141,Indonesia,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lv6l
us7000lv6j,M 4.4 - West Chile Rise,4.4,2024-01-31 05:53:41.142,31-01-2024 05:53,-36.5151,-97.3917,10.0,West Chile Rise,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lv6j
us7000lv6b,"M 4.1 - 117 km WNW of Aykol, China",4.1,2024-01-31 05:13:03.094,31-01-2024 05:13,41.3376,78.8286,4.018,China,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lv6b
us7000lv65,"M 4.6 - 97 km NNE of Hihifo, Tonga",4.6,2024-01-31 04:35:38.478,31-01-2024 04:35,-15.0916,-173.5986,10.0,Tonga,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lv65
us7000lv62,"M 4.6 - 80 km SSW of La Tirana, Chile",4.6,2024-01-31 04:25:26.609,31-01-2024 04:25,-20.9376,-70.4645,61.666,Chile,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lv62
us7000lv61,"M 4.1 - 61 km E of Ollagüe, Chile",4.1,2024-01-31 04:25:00.973,31-01-2024 04:25,-21.2467,-67.658,227.965,Chile,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lv61
us7000lx3h,"M 4.4 - Izu Islands, Japan region",4.4,2024-01-31 04:14:46.709,31-01-2024 04:14,29.0503,141.4049,50.902,Japan region,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx3h
us7000lx3f,"M 4.1 - 147 km ESE of Severo-Kuril’sk, Russia",4.1,2024-01-31 03:35:26.063,31-01-2024 03:35,50.0318,157.9431,10.0,Russia,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx3f
us7000lx3e,"M 4.1 - 70 km SSW of Buala, Solomon Islands",4.1,2024-01-31 03:29:33.255,31-01-2024 03:29,-8.7093,159.2878,112.382,Solomon Islands,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx3e
us7000lx3g,"M 4.5 - Volcano Islands, Japan region",4.5,2024-01-31 03:21:34.096,31-01-2024 03:21,24.4263,142.0562,10.0,Japan region,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx3g
us7000lx3d,M 4.5 - northern Mid-Atlantic Ridge,4.5,2024-01-31 02:45:46.283,31-01-2024 02:45,11.543,-43.748,10.0,northern Mid-Atlantic Ridge,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx3d
us7000lv5j,M 4.9 - northern Mid-Atlantic Ridge,4.9,2024-01-31 02:29:18.926,31-01-2024 02:29,11.5363,-43.7162,10.0,northern Mid-Atlantic Ridge,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lv5j
us7000lx3m,M 4.2 - northern Mid-Atlantic Ridge,4.2,2024-01-31 02:28:11.437,31-01-2024 02:28,11.5659,-43.7373,10.0,northern Mid-Atlantic Ridge,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx3m
us7000lv59,"M 4.6 - 10 km NW of Ccolo, Peru",4.6,2024-01-31 01:11:41.436,31-01-2024 01:11,-15.427,-71.5473,144.891,Peru,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lv59
us7000lv57,"M 4.5 - 42 km S of La Placita de Morelos, Mexico",4.5,2024-01-31 01:00:55.739,31-01-2024 01:00,18.1491,-103.6021,10.0,Mexico,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lv57
us7000lx3b,"M 4.4 - 6 km WSW of Methóni, Greece",4.4,2024-01-31 00:12:57.872,31-01-2024 00:12,36.7855,21.6395,36.629,Greece,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx3b
us7000lwfz,"M 4.2 - 94 km S of La Libertad, El Salvador",4.2,2024-01-30 23:41:40.229,30-01-2024 23:41,12.6353,-89.2879,35.0,El Salvador,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwfz
us7000lwg0,M 4.0 - Mariana Islands region,4.0,2024-01-30 23:27:37.622,30-01-2024 23:27,21.4423,143.1939,301.559,Mariana Islands region,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwg0
us7000lwfx,M 4.2 - southeast of the Loyalty Islands,4.2,2024-01-30 23:09:26.993,30-01-2024 23:09,-22.7537,170.5046,10.0,southeast of the Loyalty Islands,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwfx
us7000lwfv,"M 4.2 - 173 km SSE of Amahai, Indonesia",4.2,2024-01-30 22:14:55.407,30-01-2024 22:14,-4.7632,129.579,193.733,Indonesia,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwfv
us7000lwfu,"M 4.4 - 30 km WSW of San Nicolas, Philippines",4.4,2024-01-30 21:23:56.319,30-01-2024 21:23,14.8889,119.8021,55.099,Philippines,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwfu
us7000lv28,"M 5.0 - 157 km NW of Ternate, Indonesia",5.0,2024-01-30 18:05:27.752,30-01-2024 18:05,1.8874,126.4795,41.461,Indonesia,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lv28
us7000lwft,"M 4.2 - 17 km SSW of San Fernando, Peru",4.2,2024-01-30 17:43:18.095,30-01-2024 17:43,-8.552,-74.5849,128.322,Peru,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwft
pr2024030006,"M 4.6 - 93 km N of Charlotte Amalie, U.S. Virgin Islands",4.6,2024-01-30 16:27:00.010,30-01-2024 16:27,19.19,-64.9718,28.0,U.S. Virgin Islands,https://earthquake.usgs.gov/earthquakes/eventpage/pr2024030006
us7000lwfs,"M 4.3 - 47 km ENE of Barcelona, Philippines",4.3,2024-01-30 16:12:57.956,30-01-2024 16:12,8.3438,126.8234,36.943,Philippines,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwfs
us7000lwfr,"M 4.2 - 278 km WNW of Houma, Tonga",4.2,2024-01-30 15:52:51.545,30-01-2024 15:52,-20.0045,-177.6678,538.85,Tonga,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwfr
us7000lv02,"M 4.4 - 89 km W of Murghob, Tajikistan",4.4,2024-01-30 15:45:14.561,30-01-2024 15:45,38.2592,72.9547,54.15,Tajikistan,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lv02
us7000lwfn,M 4.5 - south of the Fiji Islands,4.5,2024-01-30 13:21:03.774,30-01-2024 13:21,-25.3061,179.755,524.413,south of the Fiji Islands,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwfn
us7000luz7,M 5.1 - South Sandwich Islands region,5.1,2024-01-30 13:10:13.605,30-01-2024 13:10,-56.001,-27.6187,102.026,South Sandwich Islands region,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luz7
us7000luz3,M 4.9 - South Sandwich Islands region,4.9,2024-01-30 12:58:32.912,30-01-2024 12:58,-57.3924,-25.9137,91.829,South Sandwich Islands region,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luz3
us7000lwfm,"M 4.1 - 61 km ESE of Isangel, Vanuatu",4.1,2024-01-30 10:46:19.418,30-01-2024 10:46,-19.7436,169.8315,282.953,Vanuatu,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwfm
us7000lwg2,M 4.5 - northern Mid-Atlantic Ridge,4.5,2024-01-30 10:45:36.274,30-01-2024 10:45,11.7298,-43.7994,10.0,northern Mid-Atlantic Ridge,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwg2
us7000luyc,"M 4.7 - 63 km WSW of Masachapa, Nicaragua",4.7,2024-01-30 10:36:39.284,30-01-2024 10:36,11.5437,-87.046,35.0,Nicaragua,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luyc
us7000luye,"M 4.4 - 64 km SSE of Shikotan, Russia",4.4,2024-01-30 10:35:53.886,30-01-2024 10:35,43.2473,146.9627,68.38,Russia,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luye
us7000lwfk,M 4.4 - west of Macquarie Island,4.4,2024-01-30 09:17:46.170,30-01-2024 09:17,-54.2311,144.5601,10.0,west of Macquarie Island,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwfk
us7000luxu,"M 4.4 - 46 km SSE of Shikotan, Russia",4.4,2024-01-30 09:12:41.658,30-01-2024 09:12,43.4227,146.9754,61.913,Russia,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luxu
us7000lwfj,"M 4.3 - 117 km E of Aras-asan, Philippines",4.3,2024-01-30 08:42:13.730,30-01-2024 08:42,8.8598,127.3827,10.0,Philippines,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwfj
us7000lwfh,M 4.4 - south of the Fiji Islands,4.4,2024-01-30 08:06:04.432,30-01-2024 08:06,-23.4953,-179.7769,510.394,south of the Fiji Islands,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwfh
us7000luxb,"M 4.6 - 50 km E of Aras-asan, Philippines",4.6,2024-01-30 06:47:46.247,30-01-2024 06:47,8.8001,126.7652,68.689,Philippines,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luxb
us7000lux5,"M 4.2 - 207 km W of Port McNeill, Canada",4.2,2024-01-30 06:23:19.886,30-01-2024 06:23,50.7224,-130.0066,10.0,Canada,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lux5
ak0241dps9ls,"M 4.0 - 9 km SSW of Chickaloon, Alaska",4.0,2024-01-30 06:15:18.818,30-01-2024 06:15,61.7278,-148.5574,9.0,Alaska,https://earthquake.usgs.gov/earthquakes/eventpage/ak0241dps9ls
us7000lwff,"M 4.4 - 177 km SE of Pondaguitan, Philippines",4.4,2024-01-30 04:30:39.482,30-01-2024 04:30,5.0774,127.1467,128.874,Philippines,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwff
us7000lwfg,"M 4.3 - 244 km E of Tadine, New Caledonia",4.3,2024-01-30 04:09:06.048,30-01-2024 04:09,-21.9935,170.1923,35.0,New Caledonia,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwfg
us7000luwf,"M 4.2 - 129 km W of Aykol, China",4.2,2024-01-30 03:52:35.738,30-01-2024 03:52,41.1648,78.625,10.0,China,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luwf
us7000lwfe,"M 4.0 - 128 km W of Aykol, China",4.0,2024-01-30 03:45:08.552,30-01-2024 03:45,41.164,78.6356,10.0,China,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwfe
us7000lwfd,"M 4.3 - 204 km W of Umatac Village, Guam",4.3,2024-01-30 02:15:27.628,30-01-2024 02:15,13.0844,142.7856,10.0,Guam,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwfd
us7000lwfb,M 4.5 - Fiji region,4.5,2024-01-30 01:55:48.764,30-01-2024 01:55,-18.8831,-177.6503,532.474,Fiji region,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwfb
us7000luvz,"M 4.3 - 123 km WNW of Aykol, China",4.3,2024-01-30 01:44:58.324,30-01-2024 01:44,41.2507,78.7221,10.0,China,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luvz
us7000lwe3,"M 4.7 - 96 km S of Gataivai, Samoa",4.7,2024-01-30 00:47:04.017,30-01-2024 00:47,-14.6332,-172.5177,10.0,Samoa,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwe3
us7000luvu,M 4.9 - west of Macquarie Island,4.9,2024-01-30 00:41:20.600,30-01-2024 00:41,-54.2802,142.9583,10.0,west of Macquarie Island,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luvu
us7000luvn,"M 4.2 - 13 km NW of Iray, Peru",4.2,2024-01-30 00:13:56.664,30-01-2024 00:13,-15.7771,-72.7148,139.555,Peru,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luvn
us7000lwe2,"M 4.2 - 51 km SW of Teluk Dalam, Indonesia",4.2,2024-01-30 00:13:43.883,30-01-2024 00:13,0.2214,97.5058,24.214,Indonesia,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwe2
us7000luvf,"M 4.3 - 125 km SSE of Kyzyl-Suu, Kyrgyzstan",4.3,2024-01-29 23:30:55.043,29-01-2024 23:30,41.2933,78.5831,10.0,Kyrgyzstan,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luvf
us7000luvc,"M 4.5 - 126 km WNW of Aykol, China",4.5,2024-01-29 23:17:07.455,29-01-2024 23:17,41.2469,78.6747,6.662,China,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luvc
us7000lwf6,"M 4.2 - 64 km SE of Hasaki, Japan",4.2,2024-01-29 22:55:26.716,29-01-2024 22:55,35.3868,141.403,13.703,Japan,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwf6
us7000luv2,M 4.0 - off the coast of Oregon,4.0,2024-01-29 22:42:33.462,29-01-2024 22:42,44.4448,-130.0654,10.0,off the coast of Oregon,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luv2
us7000luuy,"M 5.7 - 128 km WNW of Aykol, China",5.7,2024-01-29 22:27:41.948,29-01-2024 22:27,41.1985,78.6388,10.0,China,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luuy
us7000luun,"M 4.5 - 13 km NNW of San Agustín, El Salvador",4.5,2024-01-29 21:38:33.921,29-01-2024 21:38,13.5419,-88.6575,183.251,El Salvador,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luun
us7000lwf9,M 4.5 - Balleny Islands region,4.5,2024-01-29 21:18:39.139,29-01-2024 21:18,-64.6719,175.9435,10.0,Balleny Islands region,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwf9
us7000luue,"M 4.3 - 125 km WNW of Aykol, China",4.3,2024-01-29 21:03:23.919,29-01-2024 21:03,41.2526,78.6898,10.0,China,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luue
us7000lwf5,M 4.5 - Southwest Indian Ridge,4.5,2024-01-29 21:02:32.781,29-01-2024 21:02,-33.491,57.0586,10.0,Southwest Indian Ridge,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwf5
us7000lwf4,"M 4.0 - 227 km E of Levuka, Fiji",4.0,2024-01-29 20:38:49.246,29-01-2024 20:38,-17.9608,-178.5378,591.105,Fiji,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwf4
us7000luu5,"M 4.3 - 21 km SE of Calingasta, Argentina",4.3,2024-01-29 20:37:30.395,29-01-2024 20:37,-31.4819,-69.2746,111.732,Argentina,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luu5
us7000lutd,"M 4.8 - 56 km SE of Hasaki, Japan",4.8,2024-01-29 20:03:05.077,29-01-2024 20:03,35.3911,141.2952,28.066,Japan,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lutd
pr2024029005,"M 4.6 - 99 km N of Charlotte Amalie, U.S. Virgin Islands",4.6,2024-01-29 20:00:52.820,29-01-2024 20:00,19.245,-64.954,10.0,U.S. Virgin Islands,https://earthquake.usgs.gov/earthquakes/eventpage/pr2024029005
us7000lwf3,"M 4.3 - 51 km S of Lata, Solomon Islands",4.3,2024-01-29 19:28:51.053,29-01-2024 19:28,-11.1804,165.8812,35.0,Solomon Islands,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwf3
us7000lusz,"M 4.2 - 195 km SSW of Inuvik, Canada",4.2,2024-01-29 19:14:45.632,29-01-2024 19:14,66.7791,-135.6944,10.0,Canada,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lusz
us7000lush,"M 4.5 - 36 km SSW of Andalgalá, Argentina",4.5,2024-01-29 17:43:30.091,29-01-2024 17:43,-27.8601,-66.5064,161.545,Argentina,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lush
pr2024029002,"M 4.4 - 93 km N of Charlotte Amalie, U.S. Virgin Islands",4.44,2024-01-29 16:57:29.360,29-01-2024 16:57,19.1838,-64.9211,45.0,U.S. Virgin Islands,https://earthquake.usgs.gov/earthquakes/eventpage/pr2024029002
us7000lus7,"M 4.6 - 272 km NNE of Ama, Japan",4.6,2024-01-29 16:57:12.934,29-01-2024 16:57,38.454,133.951,436.91,Japan,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lus7
us7000luqp,"M 4.3 - 266 km ENE of Lospalos, Timor Leste",4.3,2024-01-29 16:04:59.387,29-01-2024 16:04,-7.2218,129.0296,173.481,Timor Leste,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luqp
us7000luss,"M 4.0 - 103 km SW of Adak, Alaska",4.0,2024-01-29 15:58:25.218,29-01-2024 15:58,51.3238,-177.8437,52.912,Alaska,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luss
us7000luqg,"M 4.5 - 40 km S of Shizunai-furukawachō, Japan",4.5,2024-01-29 15:19:18.799,29-01-2024 15:19,41.9718,142.3464,64.566,Japan,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luqg
us7000lupw,"M 4.1 - 11 km ENE of San Pedro de Atacama, Chile",4.1,2024-01-29 13:26:19.072,29-01-2024 13:26,-22.8753,-68.0994,147.783,Chile,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lupw
us7000lwfa,"M 4.2 - 10 km WSW of Sangay, Philippines",4.2,2024-01-29 12:06:49.068,29-01-2024 12:06,6.4106,123.9539,543.409,Philippines,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwfa
us7000lwen,"M 4.5 - Volcano Islands, Japan region",4.5,2024-01-29 11:46:25.300,29-01-2024 11:46,23.5343,142.8867,67.718,Japan region,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwen
us7000lupj,"M 4.5 - 97 km NNE of Maketu, New Zealand",4.5,2024-01-29 11:40:30.064,29-01-2024 11:40,-37.0203,177.0317,253.648,New Zealand,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lupj
us7000lwel,"M 4.2 - Pagan region, Northern Mariana Islands",4.2,2024-01-29 10:50:35.666,29-01-2024 10:50,18.3785,145.3898,485.374,Northern Mariana Islands,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwel
us7000lup1,"M 4.3 - 1 km S of Aghajari, Iran",4.3,2024-01-29 08:27:23.367,29-01-2024 08:27,30.6834,49.8289,10.0,Iran,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lup1
us7000lunx,"M 5.1 - 116 km ENE of Barcelona, Philippines",5.1,2024-01-29 07:37:21.407,29-01-2024 07:37,8.4722,127.445,10.0,Philippines,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lunx
us7000lwek,"M 4.3 - 186 km E of Lospalos, Timor Leste",4.3,2024-01-29 07:34:03.561,29-01-2024 07:34,-8.6154,128.6919,10.0,Timor Leste,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwek
us7000lwes,"M 4.2 - 60 km WSW of Sado, Japan",4.2,2024-01-29 07:26:55.894,29-01-2024 07:26,37.8296,137.7133,10.0,Japan,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwes
us7000lweg,"M 4.3 - 17 km NNW of San Miguel, Philippines",4.3,2024-01-29 07:26:07.440,29-01-2024 07:26,9.0984,125.8595,10.0,Philippines,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lweg
us7000lunk,"M 4.3 - 56 km E of Khorugh, Tajikistan",4.3,2024-01-29 06:06:28.528,29-01-2024 06:06,37.5164,72.1868,203.403,Tajikistan,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lunk
us7000lwed,M 4.5 - southeast of the Loyalty Islands,4.5,2024-01-29 06:01:47.710,29-01-2024 06:01,-22.3301,173.6137,34.227,southeast of the Loyalty Islands,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwed
us7000lwec,"M 4.3 - 99 km NE of Tobelo, Indonesia",4.3,2024-01-29 05:15:52.261,29-01-2024 05:15,2.4263,128.5726,232.484,Indonesia,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwec
us7000lunc,"M 4.9 - 67 km NW of Finschhafen, Papua New Guinea",4.9,2024-01-29 04:42:01.572,29-01-2024 04:42,-6.1593,147.3865,70.137,Papua New Guinea,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lunc
us7000lwea,"M 4.1 - 183 km NW of Fais, Micronesia",4.1,2024-01-29 04:33:51.288,29-01-2024 04:33,10.9445,139.3373,10.0,Micronesia,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwea
us7000lwe8,"M 4.4 - 149 km SSE of Sarangani, Philippines",4.4,2024-01-29 04:06:35.270,29-01-2024 04:06,4.1141,125.8625,142.784,Philippines,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwe8
us7000lunb,"M 4.2 - 126 km WNW of Aykol, China",4.2,2024-01-29 04:05:22.147,29-01-2024 04:05,41.2492,78.6756,10.0,China,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lunb
us7000lwe7,M 4.4 - south of the Fiji Islands,4.4,2024-01-29 03:56:50.347,29-01-2024 03:56,-23.7986,-179.6983,516.053,south of the Fiji Islands,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwe7
us7000lwef,"M 4.0 - 114 km W of Aykol, China",4.0,2024-01-29 01:51:37.122,29-01-2024 01:51,40.9964,78.7719,10.0,China,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwef
us7000lumv,"M 4.1 - 30 km SW of Calama, Chile",4.1,2024-01-29 01:49:38.496,29-01-2024 01:49,-22.6246,-69.159,119.309,Chile,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lumv
us7000lwe5,"M 4.1 - 105 km SSW of Tambolaka, Indonesia",4.1,2024-01-29 01:44:40.400,29-01-2024 01:44,-10.2625,118.7695,35.0,Indonesia,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwe5
us7000lwee,"M 4.1 - 176 km WSW of Bandar Lampung, Indonesia",4.1,2024-01-29 01:12:01.496,29-01-2024 01:12,-6.0718,103.7978,50.0,Indonesia,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwee
us7000lwbb,M 4.5 - South Sandwich Islands region,4.5,2024-01-28 23:23:51.695,28-01-2024 23:23,-59.1671,-25.6949,35.0,South Sandwich Islands region,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwbb
us7000lwb9,M 4.2 - Reykjanes Ridge,4.2,2024-01-28 22:47:44.173,28-01-2024 22:47,59.5239,-30.6723,10.0,Reykjanes Ridge,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwb9
